Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Unit_Price,Discount,Payment_Method,Order_Status,Name,City,Signup_Date,Age,Gender,Category,Cost_Price,Supplier,Total_Revenue,Profit
ORD4107,22-11-2023,C591,P505,1,2500,0.1,Debit Card,Delivered,User_491,Delhi,02-04-2023,28,Male,Home,2500,Global Corp,2250,-250
ORD4108,07-05-2024,C272,P501,10,1500,0.1,Cod,Delivered,User_172,Mumbai,08-12-2025,20,Male,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD4109,30-12-2022,C151,P505,1,1500,0.1,Upi,Cancelled,User_51,Mumbai,28-11-2023,20,Female,Home,2500,Global Corp,1350,-1150
ORD4110,15-07-2022,C265,P504,2,999,0.15,Upi,Delivered,User_165,Bangalore,16-01-2022,28,Male,Fashion,1200,Unknown,1698.3,-701.7
ORD4111,04-03-2024,C474,P501,10,999,0.15,Credit Card,Returned,User_374,Bangalore,11-11-2022,28,Female,Electronics,1000,ABC Pvt Ltd,8491.5,-1508.5
ORD4112,08-01-2022,C173,P502,5,1500,0.15,Upi,Returned,User_73,Bangalore,10-11-2023,28,Female,Electronics,1800,XYZ Traders,6375,-2625
ORD4113,07-04-2022,C261,P501,5,1500,0,Credit Card,Returned,User_161,Delhi,24-02-2023,20,Male,Electronics,1000,ABC Pvt Ltd,7500,2500
ORD4114,18-08-2024,C415,P504,2,2500,0.15,Upi,Delivered,User_315,Bangalore,23-01-2025,28,Female,Fashion,1200,Unknown,4250,1850
ORD4115,20-06-2024,C486,P501,5,999,0,Upi,Delivered,User_386,Bangalore,14-12-2022,20,Female,Electronics,1000,ABC Pvt Ltd,4995,-5
ORD4116,26-03-2022,C225,P503,10,999,0.15,Credit Card,Delivered,User_125,Mumbai,30-09-2024,45,Female,Fashion,600,ABC Pvt Ltd,8491.5,2491.5
ORD4117,17-02-2025,C219,P503,2,1500,0,Upi,Cancelled,User_119,Bangalore,16-06-2025,45,Male,Fashion,600,ABC Pvt Ltd,3000,1800
ORD4118,20-08-2023,C401,P504,1,1500,0.15,Cod,Returned,User_301,Bangalore,11-08-2024,45,Male,Fashion,1200,Unknown,1275,75
ORD4119,27-10-2022,C523,P503,1,1500,0.15,Debit Card,Returned,User_423,Mumbai,28-08-2023,20,Male,Fashion,600,ABC Pvt Ltd,1275,675
ORD4120,05-07-2024,C374,P502,10,2500,0,Upi,Delivered,User_274,Bangalore,04-04-2024,45,Male,Electronics,1800,XYZ Traders,25000,7000
ORD4121,02-09-2024,C556,P501,5,1500,0.1,Credit Card,Cancelled,User_456,Bangalore,13-11-2025,28,Male,Electronics,1000,ABC Pvt Ltd,6750,1750
ORD4122,02-05-2024,C406,P505,2,1500,0,Credit Card,Delivered,User_306,Mumbai,19-03-2023,45,Male,Home,2500,Global Corp,3000,-2000
ORD4123,27-11-2022,C310,P503,2,999,0.05,Cod,Delivered,User_210,Bangalore,04-04-2025,28,Male,Fashion,600,ABC Pvt Ltd,1898.1,698.1
ORD4124,22-08-2024,C308,P502,2,999,0.05,Cod,Returned,User_208,Delhi,06-02-2024,30,Male,Electronics,1800,XYZ Traders,1898.1,-1701.9
ORD4125,22-08-2025,C344,P505,5,1500,0.05,Upi,Delivered,User_244,Mumbai,05-03-2025,45,Female,Home,2500,Global Corp,7125,-5375
ORD4126,05-03-2022,C473,P504,1,999,0.05,Upi,Returned,User_373,Bangalore,10-07-2022,28,Male,Fashion,1200,Unknown,949.05,-250.95
ORD4127,31-07-2022,C170,P501,2,2500,0.1,Debit Card,Delivered,User_70,Delhi,25-09-2025,30,Male,Electronics,1000,ABC Pvt Ltd,4500,2500
ORD4128,01-07-2024,C475,P501,2,1500,0.15,Cod,Delivered,User_375,Bangalore,10-12-2025,45,Female,Electronics,1000,ABC Pvt Ltd,2550,550
ORD4129,23-03-2023,C144,P504,10,1500,0.1,Debit Card,Returned,User_44,Delhi,12-03-2022,28,Male,Fashion,1200,Unknown,13500,1500
ORD4130,10-12-2022,C242,P502,5,1500,0.15,Upi,Returned,User_142,Mumbai,27-02-2022,30,Male,Electronics,1800,XYZ Traders,6375,-2625
ORD4131,21-03-2024,C366,P501,10,1500,0.05,Debit Card,Delivered,User_266,Bangalore,15-01-2024,45,Male,Electronics,1000,ABC Pvt Ltd,14250,4250
ORD4132,07-01-2023,C536,P503,1,2500,0,Upi,Returned,User_436,Bangalore,11-07-2025,45,Male,Fashion,600,ABC Pvt Ltd,2500,1900
ORD4133,26-07-2024,C527,P501,1,999,0.05,Upi,Delivered,User_427,Delhi,18-12-2025,30,Female,Electronics,1000,ABC Pvt Ltd,949.05,-50.95
ORD4134,08-01-2025,C395,P505,10,1500,0,Credit Card,Delivered,User_295,Mumbai,13-07-2025,30,Male,Home,2500,Global Corp,15000,-10000
ORD4135,22-08-2022,C345,P504,1,2500,0,Cod,Delivered,User_245,Delhi,12-04-2025,28,Female,Fashion,1200,Unknown,2500,1300
ORD4136,29-03-2023,C227,P503,10,1500,0,Upi,Delivered,User_127,Delhi,19-08-2024,45,Female,Fashion,600,ABC Pvt Ltd,15000,9000
ORD4137,20-10-2023,C133,P503,5,1500,0.15,Upi,Delivered,User_33,Delhi,17-07-2022,20,Female,Fashion,600,ABC Pvt Ltd,6375,3375
ORD4138,25-02-2022,C298,P502,1,2500,0.1,Upi,Delivered,User_198,Bangalore,29-12-2025,45,Female,Electronics,1800,XYZ Traders,2250,450
ORD4139,20-02-2024,C452,P504,1,999,0,Credit Card,Delivered,User_352,Mumbai,24-05-2023,28,Male,Fashion,1200,Unknown,999,-201
ORD4140,11-07-2024,C325,P502,10,1500,0.15,Debit Card,Cancelled,User_225,Mumbai,23-10-2024,28,Female,Electronics,1800,XYZ Traders,12750,-5250
ORD4141,03-07-2022,C100,P501,2,1500,0.1,Debit Card,Delivered,User_0,Bangalore,29-04-2023,28,Male,Electronics,1000,ABC Pvt Ltd,2700,700
ORD4142,26-05-2022,C431,P502,2,2500,0,Upi,Cancelled,User_331,Bangalore,15-01-2022,30,Male,Electronics,1800,XYZ Traders,5000,1400
ORD4143,29-08-2024,C504,P502,1,1500,0.05,Credit Card,Delivered,User_404,Delhi,02-04-2023,28,Female,Electronics,1800,XYZ Traders,1425,-375
ORD4144,06-02-2025,C125,P501,5,1500,0.1,Upi,Cancelled,User_25,Delhi,27-06-2024,28,Female,Electronics,1000,ABC Pvt Ltd,6750,1750
ORD4145,04-06-2022,C587,P502,1,999,0.1,Upi,Cancelled,User_487,Mumbai,24-04-2022,20,Female,Electronics,1800,XYZ Traders,899.1,-900.9
ORD4146,04-11-2025,C510,P501,1,1500,0,Upi,Cancelled,User_410,Bangalore,09-11-2023,30,Male,Electronics,1000,ABC Pvt Ltd,1500,500
ORD4147,06-12-2022,C215,P505,1,1500,0.1,Debit Card,Delivered,User_115,Mumbai,06-10-2024,20,Male,Home,2500,Global Corp,1350,-1150
ORD4148,13-03-2024,C165,P504,1,2500,0.15,Debit Card,Delivered,User_65,Delhi,25-05-2025,45,Male,Fashion,1200,Unknown,2125,925
ORD4149,13-12-2023,C596,P504,1,1500,0.15,Upi,Delivered,User_496,Delhi,29-04-2024,30,Female,Fashion,1200,Unknown,1275,75
ORD4150,06-10-2024,C593,P502,1,2500,0,Debit Card,Delivered,User_493,Delhi,02-10-2024,28,Male,Electronics,1800,XYZ Traders,2500,700
ORD4151,14-07-2024,C589,P505,5,2500,0.15,Upi,Returned,User_489,Bangalore,06-04-2025,28,Female,Home,2500,Global Corp,10625,-1875
ORD4152,21-03-2024,C157,P501,10,1500,0.1,Credit Card,Delivered,User_57,Delhi,06-02-2023,30,Male,Electronics,1000,ABC Pvt Ltd,13500,3500
ORD4153,05-07-2023,C372,P502,1,2500,0.1,Upi,Delivered,User_272,Bangalore,24-02-2022,30,Male,Electronics,1800,XYZ Traders,2250,450
ORD4154,21-08-2025,C215,P504,10,999,0.05,Cod,Delivered,User_115,Mumbai,06-10-2024,20,Male,Fashion,1200,Unknown,9490.5,-2509.5
ORD4155,28-03-2024,C468,P502,10,999,0.15,Credit Card,Cancelled,User_368,Delhi,16-07-2025,28,Female,Electronics,1800,XYZ Traders,8491.5,-9508.5
ORD4156,27-11-2023,C410,P503,5,1500,0,Debit Card,Cancelled,User_310,Delhi,08-02-2022,30,Male,Fashion,600,ABC Pvt Ltd,7500,4500
ORD4157,15-06-2024,C549,P503,1,999,0.15,Cod,Returned,User_449,Bangalore,17-12-2023,28,Female,Fashion,600,ABC Pvt Ltd,849.15,249.15
ORD4158,22-08-2025,C513,P503,2,2500,0.1,Credit Card,Cancelled,User_413,Delhi,11-11-2024,28,Male,Fashion,600,ABC Pvt Ltd,4500,3300
ORD4159,22-08-2025,C363,P503,1,1500,0.1,Cod,Cancelled,User_263,Mumbai,04-05-2022,20,Female,Fashion,600,ABC Pvt Ltd,1350,750
ORD4160,05-12-2022,C532,P502,10,2500,0.1,Cod,Cancelled,User_432,Bangalore,07-05-2023,20,Female,Electronics,1800,XYZ Traders,22500,4500
ORD4161,29-10-2024,C186,P503,1,999,0.05,Credit Card,Delivered,User_86,Delhi,11-01-2024,28,Female,Fashion,600,ABC Pvt Ltd,949.05,349.05
ORD4162,13-08-2023,C475,P504,1,1500,0.1,Debit Card,Returned,User_375,Bangalore,10-12-2025,45,Female,Fashion,1200,Unknown,1350,150
ORD4163,21-08-2024,C503,P503,5,1500,0,Upi,Returned,User_403,Bangalore,17-03-2022,20,Male,Fashion,600,ABC Pvt Ltd,7500,4500
ORD4164,14-01-2025,C312,P502,5,999,0.05,Credit Card,Delivered,User_212,Mumbai,08-12-2025,20,Male,Electronics,1800,XYZ Traders,4745.25,-4254.75
ORD4165,16-12-2025,C114,P503,10,2500,0,Cod,Delivered,User_14,Delhi,13-10-2023,30,Female,Fashion,600,ABC Pvt Ltd,25000,19000
ORD4166,02-07-2025,C584,P502,5,1500,0.15,Credit Card,Delivered,User_484,Bangalore,17-05-2025,28,Female,Electronics,1800,XYZ Traders,6375,-2625
ORD4167,28-06-2024,C999,P502,1,1500,0.05,Cod,Delivered,Unknown/Guest,Unspecified,28-06-2024,30.34293662,Male,Electronics,1800,XYZ Traders,1425,-375
ORD4168,07-12-2023,C362,P503,1,2500,0,Credit Card,Delivered,User_262,Bangalore,29-09-2025,28,Male,Fashion,600,ABC Pvt Ltd,2500,1900
ORD4169,23-01-2022,C425,P503,2,1500,0.05,Cod,Returned,User_325,Bangalore,10-09-2024,28,Male,Fashion,600,ABC Pvt Ltd,2850,1650
ORD4170,12-03-2023,C585,P501,10,2500,0.05,Debit Card,Cancelled,User_485,Mumbai,09-02-2025,45,Male,Electronics,1000,ABC Pvt Ltd,23750,13750
ORD4171,30-05-2025,C404,P504,1,1500,0.1,Upi,Cancelled,User_304,Bangalore,29-12-2022,28,Male,Fashion,1200,Unknown,1350,150
ORD4172,23-12-2022,C258,P504,2,999,0.05,Debit Card,Returned,User_158,Bangalore,17-11-2024,20,Male,Fashion,1200,Unknown,1898.1,-501.9
ORD4173,01-09-2024,C511,P502,10,1500,0.05,Credit Card,Returned,User_411,Bangalore,01-09-2024,28,Female,Electronics,1800,XYZ Traders,14250,-3750
ORD4174,02-05-2023,C254,P503,2,1500,0.15,Upi,Delivered,User_154,Delhi,16-12-2023,28,Female,Fashion,600,ABC Pvt Ltd,2550,1350
ORD4175,12-12-2024,C217,P504,2,1500,0.1,Cod,Delivered,User_117,Bangalore,29-04-2025,28,Male,Fashion,1200,Unknown,2700,300
ORD4176,26-11-2024,C207,P504,1,999,0.05,Cod,Returned,User_107,Bangalore,15-02-2022,28,Male,Fashion,1200,Unknown,949.05,-250.95
ORD4177,04-04-2024,C412,P503,1,999,0.1,Credit Card,Cancelled,User_312,Mumbai,20-09-2025,28,Male,Fashion,600,ABC Pvt Ltd,899.1,299.1
ORD4178,18-11-2023,C557,P501,1,2500,0,Debit Card,Delivered,User_457,Bangalore,25-07-2025,30,Female,Electronics,1000,ABC Pvt Ltd,2500,1500
ORD4179,23-01-2023,C239,P503,2,1500,0.05,Debit Card,Delivered,User_139,Delhi,22-02-2025,28,Female,Fashion,600,ABC Pvt Ltd,2850,1650
ORD4180,14-12-2023,C501,P503,10,1500,0.05,Upi,Cancelled,User_401,Mumbai,02-08-2025,30,Male,Fashion,600,ABC Pvt Ltd,14250,8250
ORD4181,14-04-2025,C334,P504,2,999,0,Debit Card,Returned,User_234,Mumbai,29-04-2022,20,Female,Fashion,1200,Unknown,1998,-402
ORD4182,04-03-2022,C287,P505,10,1500,0.15,Debit Card,Cancelled,User_187,Delhi,05-02-2024,45,Female,Home,2500,Global Corp,12750,-12250
ORD4183,10-11-2025,C377,P504,10,1500,0.15,Upi,Cancelled,User_277,Bangalore,31-05-2025,30,Male,Fashion,1200,Unknown,12750,750
ORD4184,11-08-2023,C132,P505,1,1500,0.15,Credit Card,Returned,User_32,Mumbai,25-04-2025,20,Male,Home,2500,Global Corp,1275,-1225
ORD4185,21-06-2024,C537,P505,5,999,0.1,Upi,Returned,User_437,Mumbai,22-01-2025,45,Female,Home,2500,Global Corp,4495.5,-8004.5
ORD4186,09-07-2023,C530,P503,2,2500,0.05,Cod,Returned,User_430,Mumbai,17-07-2022,28,Male,Fashion,600,ABC Pvt Ltd,4750,3550
ORD4187,25-07-2022,C120,P502,10,2500,0,Credit Card,Delivered,User_20,Mumbai,09-09-2025,20,Female,Electronics,1800,XYZ Traders,25000,7000
ORD4188,10-04-2024,C165,P502,2,1500,0.15,Cod,Delivered,User_65,Delhi,25-05-2025,45,Male,Electronics,1800,XYZ Traders,2550,-1050
ORD4189,26-08-2024,C543,P505,1,1500,0.15,Cod,Cancelled,User_443,Delhi,27-06-2023,28,Female,Home,2500,Global Corp,1275,-1225
ORD4190,03-11-2023,C518,P502,1,1500,0.1,Cod,Cancelled,User_418,Bangalore,17-01-2025,20,Male,Electronics,1800,XYZ Traders,1350,-450
ORD4191,19-10-2024,C521,P501,1,999,0,Upi,Cancelled,User_421,Delhi,22-08-2022,45,Male,Electronics,1000,ABC Pvt Ltd,999,-1
ORD4192,10-05-2025,C317,P504,2,1500,0,Credit Card,Cancelled,User_217,Mumbai,16-08-2025,20,Male,Fashion,1200,Unknown,3000,600
ORD4193,17-01-2024,C385,P505,5,1500,0.15,Cod,Delivered,User_285,Delhi,07-05-2022,20,Female,Home,2500,Global Corp,6375,-6125
ORD4194,30-11-2025,C400,P504,5,1500,0,Cod,Returned,User_300,Bangalore,18-07-2025,30,Female,Fashion,1200,Unknown,7500,1500
ORD4195,14-01-2024,C453,P504,1,1500,0.15,Credit Card,Cancelled,User_353,Bangalore,01-08-2025,30,Male,Fashion,1200,Unknown,1275,75
ORD4196,27-09-2022,C284,P503,2,999,0.15,Credit Card,Delivered,User_184,Delhi,03-01-2025,30,Male,Fashion,600,ABC Pvt Ltd,1698.3,498.3
ORD4197,13-01-2025,C325,P502,1,1500,0.1,Debit Card,Delivered,User_225,Mumbai,23-10-2024,28,Female,Electronics,1800,XYZ Traders,1350,-450
ORD4198,24-01-2024,C443,P504,1,1500,0.1,Upi,Cancelled,User_343,Delhi,30-08-2022,28,Male,Fashion,1200,Unknown,1350,150
ORD4199,01-04-2025,C125,P502,1,2500,0.05,Upi,Delivered,User_25,Delhi,27-06-2024,28,Female,Electronics,1800,XYZ Traders,2375,575
ORD4200,20-06-2022,C178,P502,2,1500,0.15,Upi,Delivered,User_78,Bangalore,04-08-2022,28,Female,Electronics,1800,XYZ Traders,2550,-1050
ORD4201,09-07-2023,C531,P501,5,999,0.1,Cod,Delivered,User_431,Delhi,16-07-2022,20,Male,Electronics,1000,ABC Pvt Ltd,4495.5,-504.5
ORD4202,08-05-2025,C371,P505,2,999,0,Upi,Cancelled,User_271,Delhi,05-01-2023,28,Female,Home,2500,Global Corp,1998,-3002
ORD4203,12-09-2022,C310,P503,2,1500,0,Credit Card,Delivered,User_210,Bangalore,04-04-2025,28,Male,Fashion,600,ABC Pvt Ltd,3000,1800
ORD4204,04-05-2025,C391,P501,10,1500,0,Upi,Returned,User_291,Bangalore,22-03-2024,20,Male,Electronics,1000,ABC Pvt Ltd,15000,5000
ORD4205,31-08-2025,C216,P504,2,1500,0,Credit Card,Delivered,User_116,Delhi,09-01-2022,20,Male,Fashion,1200,Unknown,3000,600
ORD4206,24-10-2023,C260,P503,1,999,0.15,Upi,Returned,User_160,Delhi,27-01-2022,28,Male,Fashion,600,ABC Pvt Ltd,849.15,249.15
ORD4207,01-11-2023,C447,P505,2,1500,0.1,Upi,Delivered,User_347,Mumbai,20-01-2023,20,Male,Home,2500,Global Corp,2700,-2300
ORD4208,22-03-2023,C139,P504,5,2500,0,Upi,Returned,User_39,Delhi,26-04-2024,28,Male,Fashion,1200,Unknown,12500,6500
ORD4209,30-11-2023,C568,P504,1,2500,0,Credit Card,Returned,User_468,Delhi,01-07-2023,28,Male,Fashion,1200,Unknown,2500,1300
ORD4210,04-04-2025,C558,P505,10,1500,0.1,Upi,Delivered,User_458,Mumbai,10-04-2023,28,Male,Home,2500,Global Corp,13500,-11500
ORD4211,04-04-2022,C536,P503,2,1500,0.15,Cod,Returned,User_436,Bangalore,11-07-2025,45,Male,Fashion,600,ABC Pvt Ltd,2550,1350
ORD4212,08-06-2025,C390,P503,10,2500,0,Credit Card,Returned,User_290,Delhi,28-12-2024,20,Male,Fashion,600,ABC Pvt Ltd,25000,19000
ORD4213,19-08-2025,C394,P501,5,2500,0.15,Credit Card,Cancelled,User_294,Bangalore,02-10-2025,28,Male,Electronics,1000,ABC Pvt Ltd,10625,5625
ORD4214,22-10-2022,C350,P502,10,1500,0,Cod,Delivered,User_250,Mumbai,10-01-2022,20,Female,Electronics,1800,XYZ Traders,15000,-3000
ORD4215,24-10-2025,C269,P503,5,1500,0.05,Upi,Returned,User_169,Mumbai,19-01-2023,28,Male,Fashion,600,ABC Pvt Ltd,7125,4125
ORD4216,01-08-2024,C246,P501,2,1500,0,Debit Card,Returned,User_146,Delhi,26-12-2025,45,Male,Electronics,1000,ABC Pvt Ltd,3000,1000
ORD4217,30-03-2025,C424,P505,1,2500,0.15,Debit Card,Delivered,User_324,Mumbai,25-03-2025,30,Male,Home,2500,Global Corp,2125,-375
ORD4218,11-08-2023,C416,P505,1,1500,0.1,Upi,Returned,User_316,Mumbai,20-05-2024,28,Male,Home,2500,Global Corp,1350,-1150
ORD4219,26-02-2024,C222,P505,2,1500,0.1,Upi,Returned,User_122,Delhi,25-01-2024,30,Female,Home,2500,Global Corp,2700,-2300
ORD4220,02-10-2024,C495,P501,1,2500,0.15,Upi,Returned,User_395,Mumbai,04-02-2025,30,Female,Electronics,1000,ABC Pvt Ltd,2125,1125
ORD4221,31-07-2025,C255,P502,10,2500,0,Upi,Cancelled,User_155,Delhi,30-03-2025,20,Female,Electronics,1800,XYZ Traders,25000,7000
ORD4222,26-07-2025,C584,P502,10,1500,0,Credit Card,Delivered,User_484,Bangalore,17-05-2025,28,Female,Electronics,1800,XYZ Traders,15000,-3000
ORD4223,18-05-2023,C267,P501,10,2500,0.15,Upi,Delivered,User_167,Mumbai,18-01-2023,20,Female,Electronics,1000,ABC Pvt Ltd,21250,11250
ORD4224,10-11-2023,C330,P503,2,999,0.05,Upi,Cancelled,User_230,Bangalore,30-07-2023,28,Female,Fashion,600,ABC Pvt Ltd,1898.1,698.1
ORD4225,18-03-2022,C139,P505,2,2500,0.05,Cod,Delivered,User_39,Delhi,26-04-2024,28,Male,Home,2500,Global Corp,4750,-250
ORD4226,03-11-2025,C114,P501,10,1500,0.15,Debit Card,Delivered,User_14,Delhi,13-10-2023,30,Female,Electronics,1000,ABC Pvt Ltd,12750,2750
ORD4227,03-02-2024,C248,P505,1,2500,0,Debit Card,Cancelled,User_148,Mumbai,16-01-2023,28,Female,Home,2500,Global Corp,2500,0
ORD4228,05-11-2022,C179,P505,1,1500,0.15,Debit Card,Delivered,User_79,Mumbai,25-11-2024,20,Female,Home,2500,Global Corp,1275,-1225
ORD4229,22-12-2023,C210,P501,10,1500,0.05,Upi,Delivered,User_110,Bangalore,14-07-2023,28,Male,Electronics,1000,ABC Pvt Ltd,14250,4250
ORD4230,28-09-2025,C174,P504,1,2500,0.05,Debit Card,Returned,User_74,Mumbai,20-05-2024,45,Female,Fashion,1200,Unknown,2375,1175
ORD4231,25-07-2022,C466,P505,1,2500,0.1,Credit Card,Delivered,User_366,Bangalore,10-02-2023,28,Male,Home,2500,Global Corp,2250,-250
ORD4232,15-10-2023,C374,P505,1,999,0.05,Debit Card,Cancelled,User_274,Bangalore,04-04-2024,45,Male,Home,2500,Global Corp,949.05,-1550.95
ORD4233,19-12-2023,C161,P504,1,999,0.15,Debit Card,Delivered,User_61,Delhi,10-04-2024,28,Male,Fashion,1200,Unknown,849.15,-350.85
ORD4234,04-07-2025,C175,P502,2,2500,0.05,Debit Card,Delivered,User_75,Bangalore,01-10-2022,30,Female,Electronics,1800,XYZ Traders,4750,1150
ORD4235,22-10-2025,C181,P501,1,2500,0.05,Cod,Returned,User_81,Bangalore,08-01-2023,20,Male,Electronics,1000,ABC Pvt Ltd,2375,1375
ORD4236,05-09-2024,C527,P503,10,999,0.1,Debit Card,Returned,User_427,Delhi,18-12-2025,30,Female,Fashion,600,ABC Pvt Ltd,8991,2991
ORD4237,06-03-2025,C301,P501,2,1500,0.15,Upi,Delivered,User_201,Bangalore,21-12-2025,28,Female,Electronics,1000,ABC Pvt Ltd,2550,550
ORD4238,13-01-2022,C581,P504,1,1500,0.05,Debit Card,Delivered,User_481,Delhi,03-11-2025,30,Male,Fashion,1200,Unknown,1425,225
ORD4239,15-06-2023,C474,P504,1,999,0,Upi,Delivered,User_374,Bangalore,11-11-2022,28,Female,Fashion,1200,Unknown,999,-201
ORD4240,10-03-2023,C378,P501,2,2500,0.1,Credit Card,Delivered,User_278,Mumbai,13-07-2024,30,Male,Electronics,1000,ABC Pvt Ltd,4500,2500
ORD4241,02-06-2022,C433,P502,1,1500,0.15,Credit Card,Returned,User_333,Mumbai,27-01-2025,45,Female,Electronics,1800,XYZ Traders,1275,-525
ORD4242,23-08-2023,C478,P501,5,1500,0.1,Cod,Returned,User_378,Bangalore,12-08-2025,20,Female,Electronics,1000,ABC Pvt Ltd,6750,1750
ORD4243,23-02-2024,C230,P505,1,1500,0,Upi,Returned,User_130,Delhi,06-06-2024,30,Female,Home,2500,Global Corp,1500,-1000
ORD4244,01-11-2023,C162,P504,1,1500,0,Cod,Cancelled,User_62,Mumbai,11-05-2024,30,Female,Fashion,1200,Unknown,1500,300
ORD4245,28-08-2024,C296,P503,1,999,0.05,Upi,Delivered,User_196,Delhi,04-01-2024,20,Male,Fashion,600,ABC Pvt Ltd,949.05,349.05
ORD4246,02-06-2024,C370,P502,10,2500,0,Debit Card,Delivered,User_270,Bangalore,06-04-2023,30,Male,Electronics,1800,XYZ Traders,25000,7000
ORD4247,03-05-2023,C592,P504,1,2500,0,Debit Card,Returned,User_492,Delhi,08-06-2024,30,Female,Fashion,1200,Unknown,2500,1300
ORD4248,17-05-2022,C598,P503,2,2500,0,Debit Card,Returned,User_498,Bangalore,02-08-2024,20,Female,Fashion,600,ABC Pvt Ltd,5000,3800
ORD4249,09-06-2022,C136,P503,1,1500,0.15,Cod,Returned,User_36,Bangalore,17-09-2024,20,Male,Fashion,600,ABC Pvt Ltd,1275,675
ORD4250,17-08-2023,C180,P504,2,1500,0.1,Upi,Returned,User_80,Delhi,17-03-2025,20,Male,Fashion,1200,Unknown,2700,300
ORD4251,19-09-2023,C235,P502,1,1500,0.05,Cod,Returned,User_135,Delhi,25-02-2025,45,Male,Electronics,1800,XYZ Traders,1425,-375
ORD4252,24-01-2022,C161,P503,1,2500,0.15,Upi,Cancelled,User_61,Delhi,10-04-2024,28,Male,Fashion,600,ABC Pvt Ltd,2125,1525
ORD4253,10-05-2022,C238,P504,5,2500,0.15,Credit Card,Delivered,User_138,Delhi,05-06-2024,28,Female,Fashion,1200,Unknown,10625,4625
ORD4254,29-12-2024,C517,P504,1,999,0.1,Cod,Delivered,User_417,Bangalore,22-02-2025,30,Male,Fashion,1200,Unknown,899.1,-300.9
ORD4255,15-02-2023,C349,P501,1,999,0,Debit Card,Returned,User_249,Mumbai,01-01-2023,28,Male,Electronics,1000,ABC Pvt Ltd,999,-1
ORD4256,10-07-2024,C341,P501,1,1500,0,Debit Card,Returned,User_241,Delhi,09-05-2025,30,Female,Electronics,1000,ABC Pvt Ltd,1500,500
ORD4257,15-08-2025,C364,P503,1,1500,0.15,Debit Card,Delivered,User_264,Bangalore,02-09-2025,45,Female,Fashion,600,ABC Pvt Ltd,1275,675
ORD4258,05-05-2023,C267,P502,1,999,0.05,Credit Card,Delivered,User_167,Mumbai,18-01-2023,20,Female,Electronics,1800,XYZ Traders,949.05,-850.95
ORD4259,19-09-2025,C598,P504,5,999,0.1,Upi,Delivered,User_498,Bangalore,02-08-2024,20,Female,Fashion,1200,Unknown,4495.5,-1504.5
ORD4260,22-07-2024,C496,P505,5,1500,0.05,Upi,Returned,User_396,Bangalore,25-02-2025,45,Male,Home,2500,Global Corp,7125,-5375
ORD4261,25-02-2023,C460,P503,1,999,0.05,Upi,Cancelled,User_360,Mumbai,04-07-2022,30,Female,Fashion,600,ABC Pvt Ltd,949.05,349.05
ORD4262,06-06-2024,C401,P501,5,1500,0,Upi,Cancelled,User_301,Bangalore,11-08-2024,45,Male,Electronics,1000,ABC Pvt Ltd,7500,2500
ORD4263,12-01-2024,C584,P504,1,1500,0.15,Upi,Cancelled,User_484,Bangalore,17-05-2025,28,Female,Fashion,1200,Unknown,1275,75
ORD4264,15-11-2022,C284,P503,1,1500,0.15,Credit Card,Cancelled,User_184,Delhi,03-01-2025,30,Male,Fashion,600,ABC Pvt Ltd,1275,675
ORD4265,02-05-2023,C438,P504,5,2500,0.05,Debit Card,Returned,User_338,Mumbai,24-10-2025,28,Female,Fashion,1200,Unknown,11875,5875
ORD4266,01-01-2023,C100,P504,10,1500,0.05,Cod,Cancelled,User_0,Bangalore,29-04-2023,28,Male,Fashion,1200,Unknown,14250,2250
ORD4267,23-02-2025,C437,P503,10,1500,0,Upi,Cancelled,User_337,Mumbai,27-08-2025,28,Male,Fashion,600,ABC Pvt Ltd,15000,9000
ORD4268,29-01-2023,C156,P505,1,999,0.15,Upi,Delivered,User_56,Bangalore,17-02-2023,20,Male,Home,2500,Global Corp,849.15,-1650.85
ORD4269,20-12-2024,C521,P505,5,999,0,Debit Card,Delivered,User_421,Delhi,22-08-2022,45,Male,Home,2500,Global Corp,4995,-7505
ORD4270,26-09-2024,C517,P501,2,1500,0.15,Cod,Returned,User_417,Bangalore,22-02-2025,30,Male,Electronics,1000,ABC Pvt Ltd,2550,550
ORD4271,10-09-2022,C321,P501,2,1500,0.05,Upi,Delivered,User_221,Bangalore,22-09-2025,28,Male,Electronics,1000,ABC Pvt Ltd,2850,850
ORD4272,14-03-2022,C526,P503,5,1500,0.05,Debit Card,Returned,User_426,Mumbai,18-12-2023,28,Female,Fashion,600,ABC Pvt Ltd,7125,4125
ORD4273,17-03-2024,C340,P504,1,2500,0,Upi,Delivered,User_240,Bangalore,01-07-2024,28,Male,Fashion,1200,Unknown,2500,1300
ORD4274,14-11-2023,C394,P501,10,1500,0,Debit Card,Delivered,User_294,Bangalore,02-10-2025,28,Male,Electronics,1000,ABC Pvt Ltd,15000,5000
ORD4275,16-04-2024,C457,P505,10,2500,0,Upi,Delivered,User_357,Bangalore,26-07-2025,45,Male,Home,2500,Global Corp,25000,0
ORD4276,24-11-2022,C553,P505,2,999,0.15,Cod,Cancelled,User_453,Delhi,24-12-2022,28,Female,Home,2500,Global Corp,1698.3,-3301.7
